Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
u let Lil Wayne hit u mind ass well let me hit for 1200wen I get my taxes,2,3,2,1,4,1,3,4,3,2,5,3
YA BITCHES GOIN IN THE NAIL SALON LOOKIN LIKE SHEEPS COMEOUT LOOKIN LIKE GOATS LMFAO,2,3,1,1,4,1,3,5,3,2,5,2
People Be Like I Kan Draw!!!!WTF This A Damn Stick Figure....Response: Best OneEver....Me: Shiiidd...Response: Nigga Fuck You,2,1,1,1,4,1,3,5,3,2,5,3
need a lockout corner josh Wilson be lunchin they cheated for you doe I locked boy up and the ball wentpass his head I died,2,3,1,1,4,1,4,3,3,2,5,2
"Sometimes i wish i had never met you, so when i lay in bed at night i wouldn't haveanything to be sad about.",3,2,2,2,3,3,2,3,1,4,2,1
"THIS CHIEF KEEF CD MITE BE THE CD OF THE CENTURY I SWEAR!!!""future mixtape betterlls"" NAW CHEIF KEEF VOICE",2,4,2,2,3,1,3,3,2,2,5,2
so that's funny.... so u tryin to front on twitter? Lmao.... dnt denyur love for me bofl,2,3,2,1,3,1,4,4,3,2,5,4
"We gettin old as shit smh lls I remember when was 9 like yesterday"" wen weain't have no worries lls",2,2,3,2,1,1,3,2,2,2,4,3
"""I used to be like you in Highschool, emotional, hyper, sexuallyconfused"" ""I'm not sexually confused!""",3,3,2,2,3,2,2,3,2,3,3,2
"Yaw dnt understand my struggle, I was a tall kid, I was solddreams"" u was doe smh",2,3,2,1,4,1,4,4,3,2,5,3
my computer was acting crazy and wouldn't play it but I'll listen to itbefore I leave for work,3,4,3,4,1,2,2,1,1,3,3,2
raven dat would ben yo last fight girl idk wat type of bitch u think i am butbby im far from scared,2,4,1,1,5,1,3,5,3,2,5,2
thats y he came bk but lol he loved u more lol n no boo now that wr togetha he aint inbox or tweet no bodylol u mad he left,2,3,2,1,3,1,4,3,3,2,5,4
"Rotflmmfao Kd screaming "" Do Yo Dance On My Dick Ooo Baby I Love It!! "" Lol My Momma ""Kd stfu "" Dying Laughing!!!",2,3,1,1,3,1,4,4,4,2,5,3
My classes for this semester all seem to have A-potential. Ijust have to keep focus.,4,4,3,3,1,3,1,1,1,4,2,1
"lol mane nun trippin of theze hoez OG she said she'll fuck my nigga to mak me mad, dats wat i wnther dumass to do anyway",2,3,2,1,4,1,4,5,4,2,5,3
"Oh my gosh, yes! The rain and cold weather has keptme from the band room.",3,4,3,4,1,3,1,1,1,4,2,2
"Lord help us. Well if so, it won't be in my room. Ilike silence while I'm sleeping.",3,2,4,3,2,3,2,2,1,3,2,2
I HAD TO QUIT SMOKING WEED A NIGGA WASNT GETTING NO HIGHER AND I DONE BEEN HIGHER THAN HIGHBELIEVE THAT..LMAO OVERDOSE STYLE :-),3,4,2,2,3,2,3,3,2,2,4,3
I swear I hate stuck up people like they act like theybetter then everybody else smfh,2,3,2,1,4,1,3,4,2,2,5,3
Im talkin to my friend about the whole situation and hemakin me feel better =),3,2,4,4,1,2,2,1,1,2,3,2
I'm off work!!!! Yessss and I got a friend coming to visit ANDoff tomorrow!! WHERE THE HOES??,2,3,2,1,3,1,3,3,3,2,5,3
"Don't judge me. You can't handle half of what I've dealt with. There's a reason I do the things I do, there's a reasonI am who I am.""",3,4,2,2,4,3,2,3,1,4,2,1
Had to change my avi cause I had a bottle in my hand..Idon't even drink no more..,3,4,3,3,2,2,2,2,2,3,3,2
Funny how people only pray and go to church during hard times andstop when it's all good,3,3,3,2,3,3,2,3,2,4,2,2
Can't wait to get off...5 o'clock cmon me and my homie getting us sum good food and good drankand talk sum shit lol,2,3,2,2,3,1,3,2,2,2,4,3
I was thankful for all the cuz I feel more smilesin 2k13 bigger and wider,2,3,4,4,1,2,4,1,3,2,4,3
What's the deal: Alicia Keys sing the National Anthem and Beyonce soon the half time show. Mytv will be on mute,3,2,3,2,2,2,2,3,2,3,3,3
"This is the end of wk 4, so you should have $10 saved. Nextwk, you will save $5",4,4,4,3,1,3,1,1,1,4,2,1
I'm the newest member of the clothing brand... 2k13 stay tune.... Dropping crews nextweek.. Check out to preView,2,4,3,3,2,2,3,2,2,2,4,2
"man you a lie...I aint seen you since July 6, 2011...soI kno u flexin lol",3,2,2,1,3,1,2,3,2,2,4,3
", l miss you likee everyday wannaa be w. But your away, l miss you missinn you insanee but if I got w. Youwould it feel samee samee",2,3,2,3,1,1,4,1,3,2,4,3
"I'm giving what's giving to me, either my All or youjust another face in the",3,4,2,2,3,2,3,3,2,3,3,2
", by mysidee i swallow my pridee your lovee is completee it knockss me ritee off of my feet … can't explain why yourlovee it makess me weak",3,4,2,3,2,2,3,1,2,3,4,3
PSA: ion got Shiz to do w/ nothing that don't concern the well being ofnever been the talking type,2,3,4,2,3,1,4,3,2,2,5,3
Tf ' &&& if itss on my pagee you mustaa been twatchinn me hard clappinn your gumss bout somethinn l saidit aint in my tweetss,2,3,1,1,4,1,4,4,3,2,5,3
"War, Prejudice, Molesters, Liver-n-Onions, Nuclear Weapons, Parents Fighting, Taking Naps &The very thought of death:(",3,2,2,2,4,2,3,3,2,3,4,3
"Who wants to go out to eat wit me??? My treat! "" TUH PUH nowcan't pass up the 99",3,4,2,3,1,2,3,2,2,2,4,3
"I saw you on WW TODAY, you one classy lady. Congrats for making the Ebony cover,that is a beautiful cover.",3,2,4,5,1,3,1,1,1,3,2,2
Up watching NBA TV... This nigga Isaih is boring as hell. He need to stick to coaching or beinga GM or some shit...,2,3,2,1,4,1,2,4,3,2,5,3
It must be hard for chics they know when they deserve better but can’t tell when he just triflingor just needs some space,3,2,2,2,3,2,3,3,2,2,3,2
"Muthafuckas must be smokin, dat la la la or crack, 45 gun smoke choke off dat, lets get back to the musicI ain't with all that",3,4,2,1,4,2,3,4,2,3,4,2
that's how I felt when u asked me how I spent a whole 50$ ofya money in Greek village,3,2,2,2,3,2,3,3,2,2,3,2
Maybe one day ill post one of my written works show y’all the more intellectual siden just my ratchet one,3,2,3,3,1,2,2,1,1,3,3,2
Ok so got Catfished... He asked the girl to come seehim after several phone conversations,2,3,3,3,2,2,2,2,3,3,3,2
man so much behind it though long story we talk tomorrow but felt like I was letting mysorrows go on them weights,3,4,2,3,2,2,4,1,2,2,3,2
Chics wanna go to the club get sloppy drunk have random make out session then wake up in the AM like theywant a relationship with u,2,3,2,1,4,1,3,4,3,2,5,3
lol I went 2 days without it ordered a new card same day I went out drunk n felt it in my boot whenI was walking lol lol,2,3,3,2,1,1,4,2,3,2,4,3
aye KID idk who house u be at sitting all over theirfurniture and shit lol lol,2,2,3,1,3,1,4,4,3,2,5,3
cats really gotta run a mile at the gym take off drinks lotsof water just to survive,2,3,3,2,1,1,4,2,3,2,4,3
This lil boy in the salon just hit me so Iclipped him and he cried,2,3,2,1,4,1,3,4,3,2,5,2
wassup it dnt matter and wat type of setup the video gon be inor u dnt kno yet,2,2,3,2,1,1,4,2,3,2,4,3
I have a lot on my mind about wat is in store for me this year n in the future. Neverbeen hyped up like this.,3,4,2,3,1,2,2,1,1,2,3,1
Happy Founders Day to all lovely ladies of Alpha Kappa Alpha Sorority Inc. Hope y'all havea great day of celebration.,4,3,4,5,1,4,1,1,1,4,1,1
The fact I have the chills and almost fainted is crazy. I really must be a lilsick or ain't liking me,3,2,2,3,1,2,3,1,2,2,3,2
If a woman got on a matching Bra and Panty set on when she take off her clothes she knew shewas gone let you hit,2,3,2,1,4,1,3,4,3,2,5,3
We as ppl should spend less time hating on the successful and more time trying to figure out whatthey did to get ahead,4,4,3,3,2,4,1,2,1,4,2,1
This lil ninja just said I'm so disappointed mommy .... handson head and everything lol,3,2,3,2,2,2,2,2,2,3,3,2
Since U Left Me Make Sure U Don't Come Back NomoreI'm tried of waiting !!!,2,4,1,1,4,1,3,4,2,2,5,2
My baby doesn't feel good so that means no rest formommy...pray she feels better soon,3,4,3,4,1,2,2,1,1,3,3,1
My daughter is spazzing out over not being able to have candy all day. Lets me knowI made the right decision.,3,4,4,3,2,3,1,2,1,3,2,2
i cant relate to dis shyt doe.. i dont know how tomake cocaine.. idk a cuban...,2,1,3,1,2,1,4,3,3,2,5,3
Niggas dnt understand stop tryna be bout that life cuz being about thatlife can get u 6feet,2,3,2,1,4,1,3,4,3,2,5,2
"when guys say dumb shit to get attention on Twitter, can we just callit a ? Yay? Nay?",3,2,3,2,3,2,2,3,2,3,3,2
Hoq do u stop five black men from rapin a whitewoman? Throw them ah basketball,1,2,2,1,4,1,3,5,5,2,5,3
so I'm at this juke joint and they played the song when Dariusand Nina were Chicago stepping.,3,2,4,3,1,3,2,1,1,3,2,2
"Thundercats"" I'm so lost on the $200 date origin, I'm not sure if you'respewing truth or sarcasm lol",3,2,3,3,1,2,3,1,2,3,3,2
NIGGAZ KNW THEY CAN FRONT DATS Y I WAKE UP SAY MY PRAYERS N B LIKEFUCK A NIGGA IM 3hunna,2,4,2,1,4,1,3,4,3,2,5,2
I'm bout sue the shit outta TLC for this dum ass show... Wtf is a professionalMourner wtf wtf wtf smh,2,4,1,1,4,1,3,4,3,2,5,2
"It's actually a knock on those who do it knowing they aren't.But yes, I'm happy now",3,3,3,3,2,3,2,2,1,3,2,2
Oh my god these bitches in here talkin bout hair.... Wish they stfu& do sum dam wrk,2,3,1,1,4,1,3,5,3,2,5,3
This morning in Sir Alex Ferguson's room** Wife: wake up its already 7. Ferguson:wat? they scored anothere one.,3,4,2,2,3,2,3,2,2,2,3,2
"I'm not a cocky nigga, but I jus be feelin like no onecan really fuck wit me",3,4,3,2,3,2,2,3,2,3,4,2
"Either Im losing my mind or ppl outchea be choosing significant others that look like their uncle, father,mother or sister. Kinda creepy.",3,2,2,2,3,2,2,3,2,3,3,2
"But I'm an Aquarius, so it's in our nature to wanna bealone most of the time",3,2,4,3,1,3,2,2,2,3,2,3
"aye real shit, Matt Schaub is not a accurate QB in myopinion. Just watch this game",3,4,2,2,3,2,3,3,2,2,4,3
dis ur homie SIX still streamin k104 all da every da frm D M I Crooked Letter Crooked Letter can i get a s/opla T James my Gold,2,4,3,2,3,1,4,3,3,2,5,3
That moment wen u take a pic of yaself and actually see wat females betalkin bout.... I aint conceited.,2,3,3,2,1,1,4,2,3,2,4,3
& u stuck up chicks wonder why the so called ugly & or fat girls getting all the good men its cause they don'texpect man to do everything,2,3,2,1,4,1,3,4,3,2,5,2
"When Kobe gets the ball, he gotta make one move and go. Dont wait for the defense tomake his shot more difficult.",3,4,2,3,4,2,2,2,1,3,3,1
Too much salt will kill you! Guess that's why these haters keep throwing it on me lol I never leave the housew/out my salt proof vest,3,4,3,2,3,2,2,3,2,3,3,2
"Yo, I cant believe this chick really just acted crazy like that. And came upwit some false bogus shit....",2,3,1,1,4,1,3,4,3,2,5,3
"i dont know much about the career paths to get to the top in Law, but if its been your dream, stickwit it and Go Hard.",3,4,3,3,2,2,2,1,2,3,3,2
"i cant tell u much right now homie bc Kobe & KD playin, but u gotta be encouraged and determined.Great success doesnt come easy.",3,4,3,3,2,2,2,2,1,3,3,2
Que: where yo frat card? it's on layaway I didn't payall my pledge fees yet,2,3,3,2,2,1,3,2,3,2,4,3
stroll??? Ain't that the shit they use to write on back in the day??Naw I don't do that,2,3,3,2,3,1,3,3,3,2,4,3
Yall gotta stop dividing yall pics into 2s and 3s. Ion wanna see thesame pic that many times,3,2,2,2,3,2,2,3,2,3,4,3
I'm a AKA see☝! I be like smh could have sworn they signwas a pinky but awok,2,3,3,2,2,1,4,3,3,2,4,3
"What's happened to The Game coming on in Jan, no nonewants to wait til March",2,3,2,2,3,2,3,3,2,2,4,2
I will NEVER leave my phone in the hands of Shonaka and Tae again.They take a million pics,3,4,2,3,2,3,1,2,1,4,2,1
Tweeting and not texting back is the quickest way for me not to textyou back when you do,3,4,2,2,3,3,2,3,2,4,3,3
kicking it where tho. I'm confused and bish you have yetto tell me you here.,2,2,2,1,3,1,4,4,3,2,5,3
Don't allow your dreams to be shattered by a hater throwing rocks because they are afraidto chase their on dreams,4,5,3,3,2,4,1,1,1,4,2,1
Think ima slide to the game tomorrow and I don't want NO ONE beggingme for no free food,3,4,3,2,3,2,2,3,2,3,4,2
Need to get my ends clipped but a bih not goneclip all my hair off,3,4,2,2,3,2,3,3,2,3,4,3
Lmao girl I was too drunk to even remember tho. WasI extra faded or naw?,2,1,3,2,1,1,4,2,3,2,5,3
Tae got it so hot in here that my contacts damn near aboutto fall out my eyes,3,2,2,2,3,1,3,3,2,2,4,2
"Out gettin my sis something to EAT before she head toWork!!"" That's sweet Ju Ju",3,4,4,4,1,2,2,1,1,3,3,1
Oh and s/o to whatever damn sigma that was outside my window yelling and woke me up out of me sleep but its yo dayso be out my nigga,2,3,2,1,4,1,3,4,3,2,5,3
"Boy you niggas be wiggin ova these hoes. Bustin' windows, goin to jail n shi..smh""sound like some female ish",2,3,2,1,4,1,3,4,3,2,5,3
I hate the words they replace curse words with in BET movies lol theshit doesn't make sense lol,3,2,2,2,3,2,3,3,2,2,4,3
Baby you my everything... you all I ever wanted...we can do it real big...biggerthan you ever done it,2,4,3,3,2,2,3,1,2,3,4,2
if I can sell my old iPad for 200 I'm a hollaat you about getting one,3,4,3,2,2,2,3,2,2,3,4,3
When people learn that Idc about what they think about me...I swear theywill be much better off,3,4,3,2,3,3,2,3,2,3,3,2
Lol and act of self defense it will be and trust I will be the only one who will be able to tell myside of the story lol,2,4,2,1,4,1,3,3,3,2,4,2
Y'all killing me tonight. But wait tae what about the next day when was deadaf with just straight niggas,2,3,2,2,3,1,4,3,3,2,4,3
Ik im tired so im finna go to sleep bet not nobody call me cuzu will go to voicemail,2,3,4,2,3,1,3,3,2,2,4,3
Me too Tosha I think he has someone mixed up cause only person had a drink that nightin the club was tae,2,3,3,3,2,2,4,2,3,2,4,3
"MY FINGER ARE INCHIN,ITCHIN,ITCHIN FOR DAT PAPER . I AM AROUND THE CITY WITH MY CALCULATOR.IN MY ( FUTURE) VOICE",2,4,2,1,3,1,3,2,3,2,4,1
tHIS BITCH REALLY WANT FAME OFFF MY MAIN NAME AINT NO MONEY IN THAT laughat your down ass REBLOCKED,2,3,1,1,5,1,4,5,3,2,5,2
"""huh"" quote of the day/thought ""the core of our ethics are theprinciples that define us"" -wemac04",4,3,4,4,1,4,1,1,1,4,1,2
"Dear females, if you try to fight a male don't be surprised if you get punched, because even though it'snot right, it can happen.",2,3,2,1,4,1,2,4,3,2,4,2
"""when my daddy went to jail aint none of his boys came around or helped me out when i was down soits fuck them niggas now""",3,4,2,1,4,2,2,4,2,3,4,2
hiphop is in my blood just finished watch one of your old video make it funkyfor you still fills fresh,3,4,3,3,2,2,3,2,2,2,3,2
"Its either you fuck with me or you dont, & if I feel as though you dont I'm not gonnawaste my time or breath""",3,4,2,1,4,2,2,4,2,3,4,2
"do u need a workout schedule or u working all week."" I'm off tues and Friday! I forgot whtdays I get off early",3,4,3,3,2,2,3,2,2,2,3,3
"Amén, olvídate que si tienen FE en el Rey de Reyes van a ser sanos y recompenzados en esta vidao en la otra :)",3,4,4,4,1,3,2,1,1,3,2,1
Sleepy doc in da a.m. work in da p.m. hair todo huh busy day tomorrow,2,3,3,2,1,1,4,2,3,2,4,3
"Happy Founders Day to the Brothers of Blue Phi or as Icall them my ""siggies"" !!!!!",3,4,3,4,1,3,2,1,1,3,2,2
Love???? Mfs cant ever say it right now a days sohow can they feel it,3,2,2,1,4,2,3,4,2,2,4,3
But wen i was in julian senior yr mf was goin nuts over aNipple im tambout goin nuts,2,3,2,1,3,1,4,3,3,1,5,3
Mane the spot was super turned up my nigga Row brung em out jank everywhere ifu missed it oh well,2,3,2,1,4,1,4,3,3,2,5,3
Im so n love wit this man.... I love his smile his swag his dreadsI'm ur I LOVE YOU,3,2,4,4,1,2,3,1,2,2,4,3
"I don't really trust humans that much these days Hmm shit, fact of the matter is, i trust dogsmore than i trust humans",3,2,2,2,3,2,2,3,1,3,3,2
"I think she tryna make me mad , everytime I see her she say where my BESTFRIEND ett ; I dont knoo& cudd care less .",2,3,2,2,3,1,4,3,3,2,4,3
aint really got shit to do i was only sliding if this nigga docwas going to this meeting,2,2,3,1,3,1,3,3,3,2,5,4
"i have a date tonite....its with my bed,pillow and the t.v., that still counts right!!!",3,2,4,3,1,2,2,1,2,3,3,4
g the big ten the best conference so u cant be mad at these niggas for losing but theywait til the end smh,2,3,2,1,3,1,3,4,2,2,4,3
Happy Centennial to all the Deltas I know..s/o to the Deltason my yard ZQ..enjoy it,3,4,4,3,2,2,2,2,2,3,3,2
Let my people out them chains nigga i mean handcuffs time to man up put my hands up fuck u saying bruh cause im ablack man in a phantom,3,4,2,1,4,2,3,3,2,3,4,2
Were is the gurl black China tell ha I'm looking for her n my future voiceCTFU ! She Wants TETE,2,3,2,1,3,1,4,3,3,2,5,3
can't express what I feel for you! Glad I'm bringing this Year inwith you! Love you *Superman*!!!,3,4,4,5,1,3,2,1,1,3,2,2
"CTFU , she a scary ass bitch ! That dick make her haverespect ! Heyyyy Naa !",2,3,1,1,4,1,3,4,3,2,5,3
"Anthony ole Grizzly Bear Looking Ass Just Got Threw Hibernating Now Finna Eat The HseUp , Fucking Pig !",2,3,1,1,5,1,4,5,3,2,5,3
I need to find out where some more places are that's hiring...being at home not doingnothing isn't for me!!! =),3,4,3,4,1,2,2,1,1,3,3,1
"Now all I really need when this goes off is some food, soda, a good movie, and my man on myphone screen via Tango!!! =D",3,2,4,4,1,2,2,1,1,3,4,3
Some people call Justin bieber a fag but I think he's not there jealous cause his voicebut he's not them haters,2,3,3,2,3,1,4,3,3,2,4,3
Ain't forgot about my dawg just been sick as fuck and youknow how niggas be bullshittin,3,3,2,2,3,1,3,3,2,2,4,3
"My Bestfraand Lost his granny today,he couldn't figure why she wuld want him 2 stay with her these last fewdays..He just cried right her",2,1,3,3,1,1,4,2,3,2,4,3
