Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
687,688,"I'll try tomorrow. This flu has been kicking my ass for a week now.I need a nurse! Lol!
",3,2,1,3,1,2,2,1,2,3,2,4
688,686,"From the look of my I see hardly no one works 2day...and I nevahad this day off before.
",3,2,2,2,1,3,2,1,2,3,2,2
689,690,"yeah...just would help if I didn't have Ebola! Lol! Don't want to be the outbreak monkey at work. Thinkthat's how I got sick.
",4,3,2,4,1,3,1,1,1,4,2,2
690,689,"maaaaan dat would be the ultimate Kiss my ass move...but MIAcan't afford him AT ALL...
",4,3,2,4,2,3,2,1,1,4,2,2
691,691,"I'm not a PTO user unless I have some fun shit to do...I goin no matter the weather
",3,4,2,2,3,2,2,3,2,3,3,2
692,692,"Nicki no dag on well she didn't wanna say yes , but she was like I mind as well causeshe goin get through anyway
",4,5,3,3,2,3,2,2,1,4,2,1
693,693,"and when I couple the fact that I'm now paying back (paid forit) I feel nausea lol
",3,3,2,3,2,3,2,1,2,3,2,2
694,696,"Kickin doors, shouting, shooting. Police called, came quick, not quick enuf. Thugs return, police called,back in seconds! 3 ARRESTED.
",3,4,2,1,4,2,3,3,2,3,3,1
695,694,"This btch stupid af on this movie , I wanna jump through the screen& smack her ass -_-
",2,3,1,1,4,2,3,5,4,2,4,1
696,695,"Lil Buddy looking for Connects..I aint got any for him...all I got is same ole ""work hard as shit over time and ifthey don't pay ya BOUNCE""
",4,3,2,2,3,2,3,2,1,3,3,2
697,697,"It aint Fuck dude...but more so I don't understand the process of Mentoring...why I gotta tell uwhat u need to do?
",3,2,1,2,2,2,3,2,2,3,3,2
698,698,"And AYE! Stop using my fucking Govt Name on here! That'sTwice in 10 mins! Lol
",3,4,2,1,4,2,3,5,2,2,4,2
699,700,"This jazz right now>>>>>>So soothingit just takes my mind off of shitthat I be thinking about
",4,3,5,4,2,4,2,1,1,4,2,2
700,699,"About to call it a night and catch sum zzz tired and my princess not sleepy at allplease cum get yo child
",3,2,3,4,1,3,2,2,2,3,2,1
701,701,"Sitting On My Bed Bored AF >>>>> Wishing My Future Was Heraaa :), But He Not -_-
",3,2,2,3,2,2,2,1,2,3,3,3
702,705,"yea but I can't see 11 months making it, NOW u need extra check to make it tho...and Iknow bout that poor life
",3,2,2,2,1,2,2,1,2,3,2,2
703,703,"U right! I did lie! aint makin it to NFC champ game. Notif def playin this way!
",2,2,1,2,1,2,3,2,2,2,3,1
704,704,"Only if they lose by 3. If they win by 7 then will be all about his guts. Better to do itearly in game than late.
",4,3,2,3,2,3,1,2,2,4,2,2
705,702,"I also went on ""swimming dates"" by saying I was goingto pool who wit me?!
",3,2,3,3,2,2,2,2,2,3,3,2
706,706,"Profound understanding. is like the incredible hulk.. take me at my best ormeet me at my worst.""
",4,5,2,3,4,3,2,3,2,4,2,2
707,707,"All dat education and still having to suck dick in the back of the DatingGame has to be humbling...
",2,3,1,1,4,1,4,4,1,2,3,2
708,708,"Sideline security guard back prolly broken after such a clean hit. Somebody about tocash in on disability soon!
",2,3,2,1,3,2,2,2,1,3,2,2
709,709,"Ppl watching downtown has to be some of the funniest shitu can do down here.
",4,3,4,4,2,4,2,2,2,4,2,2
710,711,"Hey I'm wondering how Brady getting fined for nearly kicking a hole thru Reed? Had noprob getting Suh tho huh?
",2,3,2,2,3,2,2,3,2,2,3,1
711,710,"Sideline hate? The more dominant the Falcons are early, the more likely I think they will lose. And Iwant them to win .""
",3,4,2,3,3,2,2,2,2,3,3,2
712,713,"Technology is the ultimate Can be so simple yet complex. Everytime you think you figured it outthere is more to learn.
",5,4,3,4,2,5,2,1,1,5,2,2
713,712,"Aye I insulted ur height as a man...I need a rebuttalfor my pls and thanks
",3,2,1,1,4,2,3,5,2,2,4,2
714,714,"I figga if u can bring ya self to even do some hoe acts, your fargone. Eg GangBang by Hoopsquad
",2,3,1,1,4,1,3,5,2,2,4,1
715,715,"""#Sagittarius & have a connection that is out of this world. When they fall in love there isno falling out of it.""
",4,4,3,4,2,3,2,2,2,3,2,2
716,717,"He talking bout she must be a cover up, why is hewith her.. I was ctfu
",3,2,2,2,3,2,1,3,2,3,2,2
717,718,"the min his team miss 3 open shots dat he pass up for the team,ak kobe will be back
",3,2,2,2,2,3,2,1,2,3,2,2
718,716,"U niggaz make it HARD for me to leave the crib! Especially after a good workout dat got me sore...
",4,3,2,4,2,3,2,1,1,4,2,2
719,720,"I maybe petty, but I count the mins I work and stay schemingon 35 hours work weeks...
",4,5,3,2,3,3,2,2,1,4,2,1
720,719,"I forgot the best one was ""Forever Boy"".:-) :-) :-) :-):-) :-) :-) :-) <3
",3,2,3,3,2,2,1,1,2,4,2,2
721,721,". Who Is My Momma To Tell Me How To Get My Hair , I Told Her She Gt HaOwn Head , She Bold!
",3,4,2,1,4,2,3,5,2,3,4,1
722,723,"we actually had a great time and was served by a nonflamboyant homosexual...patronshots only 8 bucks 2!
",3,2,4,3,2,3,2,2,2,3,2,2
723,722,"I wonder how many dudes getting called up to ""Boo"" status not knowing they beingused to Valentine Day Dates...ONLY!
",4,3,2,3,2,4,2,2,2,4,1,2
724,724,"The Lord is good, a refuge in times of trouble. He cares for those who trustin him - Nahum 1:7
",4,5,4,5,2,4,1,1,1,4,1,2
725,725,"Its cute that yall have been together for so long, but it doesn't meananything if you weren't faithful
",3,2,2,3,1,2,1,1,1,3,2,1
726,726,"""God will keep sending the same ppl across your path until u learn the lesson u aremeant to learn from them.""
",4,3,3,4,2,4,2,1,2,4,2,2
727,728,"Today is my last day drinking pop and cuttin back on drinkingalcohol.! My kidneys are bad.!
",3,4,3,3,2,3,1,1,2,3,2,2
728,727,"Asking somebody to do something instead of telling them, and saying thankyou makes all the difference
",4,3,4,5,2,4,1,1,1,4,2,2
729,731,"this would be the biggest swerve in wrestling history. You working with the shield.Them destroying punk and heyman.
",4,3,2,3,4,3,2,3,2,4,2,2
730,729,"this is Olivia & I am in NOLA & Tunein is not connecting-Letme in, let me in.
",3,4,2,3,1,2,2,1,2,3,3,1
731,730,"When I tell Halston my plans for next few months his expressionis going to be this
",4,3,2,3,2,4,1,2,1,4,2,2
732,735,"merchhhh u can . Awee nd go talk to dhat lil bitchdat wanna fuck widdchuu !!!
",2,4,2,1,5,1,3,5,2,2,4,1
733,734,"Wat y'all see us spending we can afford to do it Cus we ain'tbring it all wit us
",3,4,3,4,2,3,1,2,2,4,2,2
734,732,"Duh its called drowning, tell me shit I don't no Bitch. You can diefrom drinking too much water.""
",4,3,2,1,2,2,1,2,2,4,2,2
735,733,"u guys r so CORNY! Ha get it. Cause the dogsnickname is.. Ahh fuck it.
",3,2,2,2,1,2,3,2,2,3,3,2
736,736,"That Weird Feeling When You Got Headphones In Yo Ear AndYou Think Somebody Calling You
",3,2,3,4,2,3,3,2,2,3,3,2
737,737,"U THINK IM PLAYING IM DONEEE ! ON STONEE IM NOT FENNA KEEPARGUIN WIDDCHO BITCHESS BOAA !
",3,4,1,1,5,2,3,4,2,3,4,1
738,738,"Right, Ran Script With A Straight Face To The Po Po...That Devil PunanyTurnt Him The Fuk Out...
",2,3,1,1,4,1,4,4,2,3,5,1
739,739,"Fuck That You Win Some And Lose Some And This Time Shid I LostThe Love Of My Life
",4,3,2,1,3,2,3,4,2,3,3,2
740,742,"They say Dick Clark Has a Rockin New Tears Eve but I know that GreaterHarvest is ROCKIN right now!!!!
",3,4,2,3,2,3,2,1,2,4,2,2
741,741,"These bitches love Sosa. Man, who the fuck is Sosa??? And what is a cobra? Is thatthe same as a choppa?
",3,4,2,2,4,2,3,3,2,3,3,2
742,744,"I keep telling you my answer but you don't listen I don't think it registers to you but if you don't wantme around fine.....always told you
",4,4,2,2,3,3,2,3,2,3,2,1
743,743,"I really don't care who u kno. I'm just telling u what u look like(sorry if I sound rude)
",3,4,2,2,3,2,2,4,2,3,3,2
744,745,"You and Phadera should sit down and talk you were very good friends don't let money or a tape orthe fakes come in between.
",4,3,4,5,2,4,1,1,1,4,2,1
745,746,"That's a text I'm not looking forward to one of my former students lost his battle with a rare muscle diseasetoday! Condolences to his Fam!
",4,3,2,5,1,4,1,1,1,4,1,1
746,740,"Ik y she mad nd I hate it. I wish it was a way I cld save her. I hatehoes dat make her mad.
",4,3,2,2,3,2,2,1,1,3,3,2
747,747,"im done with dealing with a nigga that aint mines like that chapterof my life ova ""
",4,5,3,2,4,3,2,3,2,4,2,2
748,748,"And the final reason you know God IS KEEPING YOU IS BECAUSEYOU WOKE UP THIS MORNING!
",3,4,3,4,2,3,2,1,2,3,2,2
749,751,"Quiz posted for next week it's not due until Saturday at midnight I'm an over achiever I'm doing it rightnow at the bar lol
",4,4,2,3,1,3,2,1,2,3,2,1
750,752,"If u hustle still got 2 have a 9 2 5 keep them laws off urass and them thirsty hoes
",2,4,2,1,4,2,3,3,2,2,4,2
751,749,"And I'm Hitting Ya Dame,MatterFact That's Ya Main,MatterFact I Never Fucked, SheJust Gave Me Some Brain
",2,3,1,1,4,2,2,4,2,2,3,2
752,750,"My bitch said boy u got a shoe fetish u ain't got 2 buyem cause they come out
",2,3,2,1,3,2,3,4,2,2,4,2
753,754,"However i dated someone who would never let me pay but he was very possessive so i agree youbenefit more by offering sometimes
",4,3,2,3,2,4,2,2,1,4,2,2
754,755,"I need 2 put my dam case on my phone iPonelike a new born :-(
",3,4,2,3,2,2,2,2,2,3,3,2
755,756,"but it will all work out in your favor in the end , if they really are your friends! Just focuson you being a beautiful
",4,3,4,5,2,3,2,1,2,4,2,2
756,753,"Congrats , you will be a beautiful bride! I still need to get to atl for a visit. Im going todo better in 13 lol.
",4,3,3,5,1,4,2,1,1,3,2,2
757,757,"Nigga you say you wanna take a ride! Get in! I grew up on theother side! Gettin it in!
",2,3,2,1,4,2,2,4,2,2,3,2
758,758,"awwwwww i wish and would love to. I so need to. I was so scared. After that wreck it effectedmy road tripping. Miss u
",3,2,2,4,1,2,2,1,1,3,2,2
759,759,"I still got endless bottle of trashy peach Amsterdam left..lol"" yess u had endlessbottles left I'm ova dere
",3,2,2,2,1,2,3,2,2,3,3,2
760,760,"dang homie. I want to be like you when i grow up lol. What troubleyall get into in atl?
",3,4,2,3,2,3,2,2,2,3,2,2
761,762,"Let the Truth be Told! ..hope u enjoyed the first episode"" it was great. Im gladyou coming into your own
",4,4,3,4,2,4,1,1,1,4,2,2
762,761,"remember Mer soccer game "" yea I used to be mad ass shit outthere ya was too wild
",3,4,2,2,4,2,2,3,2,3,3,2
763,763,"Torn my acl in my back my back fried tryin lifta rack of clothes smh
",2,4,1,2,2,2,4,2,2,2,3,2
764,764,"Haha MY MAN! Big Dante what's good wit it send me thosevideos lol""need ur number again
",3,2,2,3,2,2,2,2,2,3,3,2
765,765,"that's good to hear but jus hit me whenever I got the same number""awe look at this lmao
",3,2,4,3,1,2,4,1,2,3,3,2
766,767,"Heavy d eating the chicken right out the grease ctfu , talkin bout u did dat lmao"" that shit burnt theroot of my mouf smfh
",3,2,2,1,3,2,3,4,2,2,4,2
767,766,"Money running from me thtz why im on dat paper chase, you betta hope he dnt run to you idgaf ima catch ah case some ofof yu niggas rap like
",3,4,1,1,5,2,3,4,2,3,4,1
768,768,"And fly niggas come third cause he might aint gt no money but he can still pull dabaddest bitch in da building
",2,3,2,1,3,2,1,2,2,3,2,2
769,770,"YA BITCHES GOIN IN THE NAIL SALON LOOKIN LIKE SHEEPS COMEOUT LOOKIN LIKE GOATS LMFAO
",2,3,1,1,4,1,2,5,2,3,4,1
770,769,"u let Lil Wayne hit u mind ass well let me hit for 1200wen I get my taxes
",2,3,1,1,3,1,3,4,2,2,4,2
771,772,"need a lockout corner josh Wilson be lunchin they cheated for you doe I locked boy up and the ball wentpass his head I died
",2,3,1,1,2,2,3,2,2,2,3,1
772,773,"Sometimes i wish i had never met you, so when i lay in bed at night i wouldn't haveanything to be sad about.
",3,2,2,1,3,2,3,4,2,2,3,2
773,774,"THIS CHIEF KEEF CD MITE BE THE CD OF THE CENTURY I SWEAR!!!""future mixtape betterlls"" NAW CHEIF KEEF VOICE
",3,2,2,2,3,2,3,2,2,2,3,2
774,775,"so that's funny.... so u tryin to front on twitter? Lmao.... dnt denyur love for me bofl
",3,2,1,2,3,2,4,3,2,3,4,2
775,771,"People Be Like I Kan Draw!!!!WTF This A Damn Stick Figure....Response: Best OneEver....Me: Shiiidd...Response: Nigga Fuck You
",3,2,1,1,3,2,2,4,2,2,4,2
776,778,"Yaw dnt understand my struggle, I was a tall kid, I was solddreams"" u was doe smh
",3,4,2,2,3,2,3,2,2,3,2,2
777,777,"""I used to be like you in Highschool, emotional, hyper, sexuallyconfused"" ""I'm not sexually confused!""
",3,3,2,2,2,2,3,2,2,3,3,2
778,779,"my computer was acting crazy and wouldn't play it but I'll listen to itbefore I leave for work
",4,3,2,4,1,3,2,1,2,3,2,2
779,776,"We gettin old as shit smh lls I remember when was 9 like yesterday"" wen weain't have no worries lls
",4,3,3,4,2,3,2,1,2,4,2,2
780,781,"thats y he came bk but lol he loved u more lol n no boo now that wr togetha he aint inbox or tweet no bodylol u mad he left
",3,2,2,1,2,3,2,1,2,3,2,2
781,782,"Rotflmmfao Kd screaming "" Do Yo Dance On My Dick Ooo Baby I Love It!! "" Lol My Momma ""Kd stfu "" Dying Laughing!!!
",2,3,1,1,4,1,4,5,2,2,5,1
782,783,"My classes for this semester all seem to have A-potential. Ijust have to keep focus.
",4,4,3,4,2,4,1,1,1,4,2,2
783,780,"raven dat would ben yo last fight girl idk wat type of bitch u think i am butbby im far from scared
",4,5,2,1,5,3,2,4,1,4,2,1
784,784,"lol mane nun trippin of theze hoez OG she said she'll fuck my nigga to mak me mad, dats wat i wnther dumass to do anyway
",1,2,1,1,4,1,4,5,2,2,5,1
785,785,"Oh my gosh, yes! The rain and cold weather has keptme from the band room.
",4,3,2,5,1,3,2,1,2,4,2,2
786,788,"I swear I hate stuck up people like they act like theybetter then everybody else smfh
",3,4,2,1,4,2,3,5,2,3,3,2
787,787,"I HAD TO QUIT SMOKING WEED A NIGGA WASNT GETTING NO HIGHER AND I DONE BEEN HIGHER THAN HIGHBELIEVE THAT..LMAO OVERDOSE STYLE :-)
",4,3,2,3,1,3,2,1,2,4,1,1
788,789,"Im talkin to my friend about the whole situation and hemakin me feel better =)
",4,3,4,5,2,3,2,1,1,4,2,2
789,790,"I'm off work!!!! Yessss and I got a friend coming to visit ANDoff tomorrow!! WHERE THE HOES??
",3,2,2,2,2,3,2,2,2,3,2,2
790,786,"Lord help us. Well if so, it won't be in my room. Ilike silence while I'm sleeping.
",4,3,2,3,2,2,1,1,1,4,1,1
791,792,"Had to change my avi cause I had a bottle in my hand..Idon't even drink no more..
",3,2,3,2,2,3,2,2,1,3,2,1
792,791,"Don't judge me. You can't handle half of what I've dealt with. There's a reason I do the things I do, there's a reasonI am who I am.""
",4,5,2,2,3,3,2,3,2,4,2,2
793,794,"Can't wait to get off...5 o'clock cmon me and my homie getting us sum good food and good drankand talk sum shit lol
",3,4,2,3,2,3,2,3,2,3,2,2
794,793,"Funny how people only pray and go to church during hard times andstop when it's all good
",4,3,2,3,2,4,1,2,2,4,2,2
795,800,", l miss you likee everyday wannaa be w. But your away, l miss you missinn you insanee but if I got w. Youwould it feel samee samee
",3,4,2,4,2,3,2,1,2,3,2,2
796,796,"What's the deal: Alicia Keys sing the National Anthem and Beyonce soon the half time show. Mytv will be on mute
",4,3,2,4,1,3,2,1,2,3,2,2
797,798,"I'm the newest member of the clothing brand... 2k13 stay tune.... Dropping crews nextweek.. Check out to preView
",3,4,3,3,2,4,2,2,2,3,2,2
798,799,"man you a lie...I aint seen you since July 6, 2011...soI kno u flexin lol
",4,3,2,2,2,3,1,2,1,3,2,1
799,795,"I was thankful for all the cuz I feel more smilesin 2k13 bigger and wider
",4,3,4,5,2,4,1,1,1,4,2,2
800,797,"This is the end of wk 4, so you should have $10 saved. Nextwk, you will save $5
",4,4,3,4,1,3,1,1,1,4,1,2
801,801,"I'm giving what's giving to me, either my All or youjust another face in the
",4,5,2,3,4,3,2,3,2,4,2,2
802,803,"PSA: ion got Shiz to do w/ nothing that don't concern the well being ofnever been the talking type
",2,1,3,2,1,1,3,2,2,2,3,1
803,804,"Tf ' &&& if itss on my pagee you mustaa been twatchinn me hard clappinn your gumss bout somethinn l saidit aint in my tweetss
",3,4,2,1,4,2,3,5,2,3,3,1
804,802,", by mysidee i swallow my pridee your lovee is completee it knockss me ritee off of my feet … can't explain why yourlovee it makess me weak
",4,3,2,4,1,3,2,1,1,4,2,2
805,806,"Who wants to go out to eat wit me??? My treat! "" TUH PUH nowcan't pass up the 99
",4,3,3,5,2,4,2,1,1,4,2,2
806,808,"Up watching NBA TV... This nigga Isaih is boring as hell. He need to stick to coaching or beinga GM or some shit...
",3,2,2,1,2,1,2,3,2,3,2,2
807,807,"I saw you on WW TODAY, you one classy lady. Congrats for making the Ebony cover,that is a beautiful cover.
",4,3,3,5,1,5,1,1,1,4,1,1
808,809,"It must be hard for chics they know when they deserve better but can’t tell when he just triflingor just needs some space
",4,3,2,4,2,4,2,1,2,4,2,2
809,805,"War, Prejudice, Molesters, Liver-n-Onions, Nuclear Weapons, Parents Fighting, Taking Naps &The very thought of death:(
",4,3,2,2,4,2,3,3,2,3,3,2
810,810,"Muthafuckas must be smokin, dat la la la or crack, 45 gun smoke choke off dat, lets get back to the musicI ain't with all that
",2,3,1,1,4,2,4,5,2,2,4,2
811,812,"Maybe one day ill post one of my written works show y’all the more intellectual siden just my ratchet one
",4,3,3,3,1,4,2,1,2,4,2,2
812,813,"Ok so got Catfished... He asked the girl to come seehim after several phone conversations
",3,3,3,3,2,2,2,1,2,3,2,2
813,811,"that's how I felt when u asked me how I spent a whole 50$ ofya money in Greek village
",4,3,1,1,3,2,2,4,2,3,3,2
814,814,"man so much behind it though long story we talk tomorrow but felt like I was letting mysorrows go on them weights
",4,3,2,3,2,3,2,1,2,4,2,2
