Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
I think tomorrow I’m going to tweet in the opposite all day. I will say the exact opposite of what I’m thinking atthe moment. Who is with me on this?,4.0,3.0,7.0,2.0,6.0,8.0,9.0,I think 2morrow imma tweet in opposite all day....say the exact opposite of what I'm thinking atthe moment. Who wit me?
"That's funny! But yes, it is rough. Just relax and know people are trying their best and that means a lot. Plus aren't youplanning the \""all-girl day\""",6.0,9.0,4.0,2.0,8.0,1.0,3.0,LOL yea its rough. Just relax and know ppl are trying their best and that means a lot. Plus arent uplanning the all girl day?
"Yeah, C's need to think about the future. They are not winning withthe team they have now",6.0,8.0,7.0,3.0,9.0,2.0,5.0,"yea C's need to think about the future, they are not winning withthe team they have now."
"I could speak extensively on men who only look at what their immediate needs are butnever look at things in the long term.  I could, but I won't",9.0,8.0,7.0,6.0,9.0,4.0,8.0,I could preach a whole sermon on mogs dat look at immediate needs andneva long term...but yea nvm
This guy just pushed that chicken over. He is a beast and cannotbe stopped. They need to foul,2.0,1.0,3.0,9.0,6.0,4.0,5.0,This nigga just folded chicken up .....he a beast and cantbe stop .....they gotta foul
The girl said I befriended her.The bitch is lying. I don't fuck with girls like her,3.0,2.0,1.0,8.0,2.0,4.0,0.0,This girl said I got her in the friend zone.... naw bitch its the I ain'tfuckin wit yo ass zone
Why do neighborhood barbers always give you the best hair cut but are never on time.  It's like they know that you're notlikely to go anywhere else.,6.0,8.0,5.0,4.0,7.0,9.0,3.0,Why Do Hood Barbers cut the best but neva on time? Its like they KNOW u notgonna fuck with anyone else...
"Just when you think that things are making a turn for the worst, God shows you that he has bigger and better things planned for you.",6.0,9.0,8.0,2.0,7.0,4.0,3.0,"Just when u think that things are making a turn 4the worst, God shows you that he has bigger nbetter things planned 4 u."
"Man, I just wanted to make myself some cheese, eggs, and grits and it turned into breakfastfor the whole family. I’m shaking my damn head.",6.0,9.0,8.0,1.0,7.0,4.0,6.0,Man I just wanted to make me some cheese eggs n grits and it turn into breakfastfor the whole fam Smdh
I am really going to use this deepfryer and test this Jerk DeepFried Chicken RecipeI have memorized,6.0,8.0,7.0,2.0,9.0,4.0,10.0,Really gonna use this deepfryer and try out this Jerk DeepFried Chicken RecipeI got in my head...
"We took Nyla to the doggie park Saturday. She had a ball! Making\""friends\"" like they're human, it's funny",2.0,8.0,4.0,1.0,6.0,7.0,9.0,"We took Nyla to the doggie park Saturday. She had a ball! Making""friends"" like they're human lol"
"I don’t trust any bitch around my man. She’s gotta be his sister, cousin, mama, or aunt, because Idon’t mind being rude!",4.0,2.0,5.0,8.0,9.0,1.0,3.0,"ion trust naan bitch round my man she gotta be his sister cuzn mama or aunt cuz Idon't mind being rude !"""
This Chinese restaurant slow cooks these pigeons perfectly. It makes me feel thatthis food is really chicken and beef,2.0,3.0,1.0,6.0,5.0,8.0,2.0,This chinese restaurant slow cooks these pigeons to perfection...makes me feel likethis realy chicken and beef.
How are they going to act once I finish this second one or when I get my Phd,7.0,9.0,8.0,1.0,6.0,3.0,5.0,How they going act when I finish this 2nd one? Orwhen I get that Phd?
"To all the club promoters that want to capture the \""greek\"" market but never went to school tounderstand how it get in tune..",4.0,2.0,1.0,8.0,5.0,3.0,6.0,"2 all the club promoters that wanna capture the ""greek"" market but neva went to school 2understand how it get intune"
"Travis wants to go to a Nets game in Brooklyn. Thinking that might be afun day-trip, mega-bus action",4.0,8.0,6.0,2.0,7.0,3.0,9.0,Travis wants to go to a Nets game in BK. Thinking that might be afun day trip megabus action!
"The amount of liquor I drank last night was ungodly. But I didn't have a lick ofa hangover...thank you, Patron God",4.0,6.0,5.0,2.0,7.0,9.0,8.0,The amount of liquor I drunk last nite was ungodly...But I didn't have a lick ofa hangover...Thank you Patron God.
"On New Years, I was right by my aunts house. I should've goneto see Raque",2.0,7.0,4.0,6.0,8.0,9.0,3.0,On New years i was right by my aunt house . I shouldve wentto see && Raquel .
"When you have one of the best defenses in the league, you always give yourself a chanceto make some noise in the playoffs",6.0,4.0,8.0,7.0,9.0,2.0,9.0,When u have 1 of the Best Defenses in the league u always give ya self a chanceto make noise in Playoffs
"Online identity theft is nothing new. Most of the time, the owner of thepictures never find out. Ever",4.0,2.0,3.0,6.0,5.0,8.0,1.0,online identity theft is nothing new...most times the owner of thepix never find out. Ever.
"Don’t let me find out that bitches on Twitter are trash talking about something which happened last year. Kill yourself, hoe.",4.0,1.0,2.0,9.0,7.0,3.0,1.0,let me find out bitches on twitter talking shit bout something that happen last year. kill yourself hoe .
We have K-Cups in my office... and I'm not a coffee drinker but I knowthis makes us fancy. I'm laughing,4.0,6.0,8.0,0.0,5.0,3.0,2.0,we got Kcups in my office...and I'm not a coffee drinker but I knowthis makes us fancy lol
It's good to have someone who trusts you despite what rumors suggest.  Someone who is strong but stillgentle,8.0,9.0,7.0,5.0,8.0,4.0,9.0,"Must be nice, Having someone who trusts you despite what they've heard, Someone as mighty as a lion but stillas gentle as a bluebird."
I just cursed out my little brothers for not picking up their phones that I boughtthem. Who the fuck do they think they are,4.0,2.0,3.0,9.0,2.0,1.0,0.0,Just cursed out my lil bros for not picking up they phones that EYE broughtdem...fuckt hey think they are?!
I've got two tickets to paradise. Woo woo woo woo.Woo woo woo,4.0,6.0,5.0,1.0,8.0,2.0,2.0,"Ive Got. . 2Tickets To PARADISE . . . , Wo Wo Wo Woo.. Wooo Wooo Wooo ."
"From the looks of it, hardly anyone works today...and I have neverhad this day off before",4.0,8.0,3.0,2.0,6.0,9.0,1.0,From the look of my I see hardly no one works 2day...and I nevahad this day off before.
"If your point is that I don’t hold you to the samestandards as I hold myself, you are correct.",6.0,4.0,5.0,2.0,3.0,1.0,8.0,if your point is that i dont hold you to the samestandards as my self...your correct.
"That would be an amazing thing to have happen, but Miacan't afford him at all",4.0,7.0,6.0,3.0,8.0,5.0,9.0,maaaaan dat would be the ultimate Kiss my ass move...but MIAcan't afford him AT ALL...
I'm not a paid time off user unless I have some fun shit to do...I goin to work regardless of the weather,4.0,2.0,3.0,6.0,5.0,8.0,5.0,I'm not a PTO user unless I have some fun shit to do...I goin no matter the weather
"Nicki knows perfectly well she didn't want to say yes, but she said, \""I also care\"" becauseshe is going to get through it anyway",4.0,7.0,6.0,5.0,8.0,9.0,0.0,"Nicki no dag on well she didn't wanna say yes , but she was like I mind as well causeshe goin get through anyway"
This bitch is stupid as fuck in this movie. I want to jump through the screenand smack her ass,3.0,1.0,2.0,9.0,4.0,2.0,0.0,"This btch stupid af on this movie , I wanna jump through the screen& smack her ass -_-"
"My little buddy is looking for connects but I don’t have any for him. All I have is the same old “work as hard as shit over time and if they don’t pay you, bounce.”",6.0,2.0,1.0,4.0,5.0,8.0,3.0,"Lil Buddy looking for Connects..I aint got any for him...all I got is same ole ""work hard as shit over time and ifthey don't pay ya BOUNCE"""
"There are three people making bad choices, kicking in doors, shouting, and shooting. The police are called but do not get there fast enough and they run away.  They come back and the police are called again.The police get there quickly and arrest all three",4.0,6.0,8.0,9.0,7.0,3.0,5.0,"Kickin doors, shouting, shooting. Police called, came quick, not quick enuf. Thugs return, police called,back in seconds! 3 ARRESTED."
"I am about to go to sleep, and catch some Z's, I am tired and my princess is not sleepy at allplease come and get your child in order to put her to bed",4.0,6.0,2.0,7.0,5.0,9.0,0.0,About to call it a night and catch sum zzz tired and my princess not sleepy at allplease cum get yo child
This jazz is so soothing that it just takes my mind off of the shitthat I'm thinking about,7.0,9.0,8.0,2.0,8.0,4.0,5.0,This jazz right now>>>>>>So soothingit just takes my mind off of shitthat I be thinking about
"Sitting on my bed bored as hell, wishing my man was here. (smiley face)But he's not. (mad face",3.0,4.0,2.0,1.0,6.0,9.0,0.0,"Sitting On My Bed Bored AF >>>>> Wishing My Future Was Heraaa :), But He Not -_-"
"I also went on \""swimming dates\"" by saying I was goingto the pool, who's with me?",7.0,6.0,4.0,0.0,8.0,9.0,5.0,"I also went on ""swimming dates"" by saying I was goingto pool who wit me?!"
"You're right, I did lie! I can't make it to the NFC championship game. Notif they're playing this way",2.0,4.0,6.0,8.0,7.0,1.0,9.0,U right! I did lie! aint makin it to NFC champ game. Notif def playin this way!
"Profound understanding is like The Incredible Hulk. \""Take me at my best ormeet me at my worst\""",6.0,7.0,4.0,8.0,9.0,3.0,1.0,"Profound understanding. is like the incredible hulk.. take me at my best ormeet me at my worst."""
"When you're downtown, people watching is fun.  You can see some funny things down there if you want to",4.0,8.0,6.0,2.0,9.0,7.0,3.0,Ppl watching downtown has to be some of the funniest shitu can do down here.
I'm wondering how Brady got fined for nearly kicking a hole thru Reed? He had noproblem getting Suh though,4.0,3.0,2.0,8.0,6.0,5.0,7.0,Hey I'm wondering how Brady getting fined for nearly kicking a hole thru Reed? Had noprob getting Suh tho huh?
Technology is the ultimate example of something that can be so simple yet so complex. Every time you think you have figured it outthere is more to learn,8.0,9.0,7.0,6.0,9.0,5.0,8.0,Technology is the ultimate Can be so simple yet complex. Everytime you think you figured it outthere is more to learn.
Sagittarius have a personality that is very outstanding. when they fall in love with a personthey do not get pass this love so easily,8.0,9.0,8.0,6.0,8.0,4.0,7.0,"""#Sagittarius & have a connection that is out of this world. When they fall in love there isno falling out of it."""
You guys make it very hard for me to leave the house. Especially after a good work out that’s got me feeling sore.,4.0,3.0,2.0,6.0,8.0,9.0,1.0,U niggaz make it HARD for me to leave the crib! Especially after a good workout dat got me sore...
"The minute his team misses three open shots that he passed to them,it'll be ok because Kobe will be back",4.0,2.0,3.0,6.0,5.0,1.0,0.0,"the min his team miss 3 open shots dat he pass up for the team,ak kobe will be back"
"I may look alright, but I count the minutes I work and I work hard at keepingmy 35 hour work weeks.",7.0,9.0,6.0,2.0,8.0,1.0,10.0,"I maybe petty, but I count the mins I work and stay schemingon 35 hours work weeks..."
Who is my mother to tell me how to get my hair cut. I told her that she has herown head. She is bold.,4.0,3.0,5.0,8.0,6.0,1.0,2.0,". Who Is My Momma To Tell Me How To Get My Hair , I Told Her She Gt HaOwn Head , She Bold!"
"I wonder how many guys who are now being called boyfriends don't realize that they used to be Valentine's Day Dates, only",8.0,9.0,7.0,6.0,8.0,5.0,9.0,"I wonder how many dudes getting called up to ""Boo"" status not knowing they beingused to Valentine Day Dates...ONLY!"
"The Lord is good, a refuge in times of trouble. He cares for those who trustin him - Nahum 1:",7.0,9.0,8.0,2.0,8.0,4.0,0.0,"The Lord is good, a refuge in times of trouble. He cares for those who trustin him - Nahum 1:7"
It's cute that you all have been together for so longanything if you weren't faithfu,6.0,8.0,4.0,0.0,7.0,3.0,9.0,"Its cute that yall have been together for so long, but it doesn't meananything if you weren't faithful"
"\""God will keep sending the same people across your path, until you learn the lesson that you aremeant to learn from them.\",6.0,9.0,7.0,2.0,8.0,3.0,8.0,"""God will keep sending the same ppl across your path until u learn the lesson u aremeant to learn from them."""
Today is my last day drinking pop and I’m cutting back on drinkingalcohol! My kidneys are bad,4.0,3.0,2.0,5.0,4.0,6.0,0.0,Today is my last day drinking pop and cuttin back on drinkingalcohol.! My kidneys are bad.!
"This is Olivia and I am in New Orleans and Tunein is not connecting. Letme in, let me in",4.0,7.0,2.0,6.0,5.0,3.0,0.0,"this is Olivia & I am in NOLA & Tunein is not connecting-Letme in, let me in."
This would be the biggest swerve in wrestling history. You working with The Shield.Those people destroying Punk and Heyman,2.0,3.0,4.0,8.0,7.0,9.0,1.0,this would be the biggest swerve in wrestling history. You working with the shield.Them destroying punk and heyman.
